protocol,uterus,weight,EE,ZM,lab,group
B,29.5,46.4,0,0,ChungKor,2
B,37.3,48.7,0,0,ChungKor,2
B,30.1,47.2,0,0,ChungKor,2
B,33.4,53.5,0,0,ChungKor,2
B,23,40.3,0.01,0,ChungKor,3
B,25.5,44.9,0.01,0,ChungKor,3
B,31.1,48.5,0.01,0,ChungKor,3
B,52.2,40.7,0.01,0,ChungKor,3
B,32.8,50.3,0.01,0,ChungKor,3
B,36.1,49.5,0.01,0,ChungKor,3
B,44.1,41.9,0.03,0,ChungKor,4
B,44.9,47.9,0.03,0,ChungKor,4
B,57.6,46.6,0.03,0,ChungKor,4
B,46,49.5,0.03,0,ChungKor,4
B,64.7,55.2,0.03,0,ChungKor,4
B,48.4,46.8,0.03,0,ChungKor,4
B,65.2,42.7,0.1,0,ChungKor,5
B,91.2,49.9,0.1,0,ChungKor,5
B,69.6,40.9,0.1,0,ChungKor,5
B,71.3,44.5,0.1,0,ChungKor,5
B,106.4,52.8,0.1,0,ChungKor,5
B,102.1,53.1,0.1,0,ChungKor,5
B,124.8,44.4,0.3,0,ChungKor,6
B,107.8,41.3,0.3,0,ChungKor,6
B,128.9,45.1,0.3,0,ChungKor,6
B,82.5,37.7,0.3,0,ChungKor,6
B,86.4,51.4,0.3,0,ChungKor,6
B,151.6,56.6,0.3,0,ChungKor,6
B,135.2,44.2,1,0,ChungKor,7
B,143.1,45.2,1,0,ChungKor,7
B,109.3,41.8,1,0,ChungKor,7
B,155.8,47.4,1,0,ChungKor,7
B,158.2,53.1,1,0,ChungKor,7
B,118,49.4,1,0,ChungKor,7
B,123,41.7,3,0,ChungKor,8
B,119,41.3,3,0,ChungKor,8
B,173.5,48.5,3,0,ChungKor,8
B,138.8,46.9,3,0,ChungKor,8
B,142.4,52.1,3,0,ChungKor,8
B,154.3,49.2,3,0,ChungKor,8
B,113.7,42.6,10,0,ChungKor,9
B,120.9,43.4,10,0,ChungKor,9
B,115.4,47.8,10,0,ChungKor,9
B,82.5,36.5,10,0,ChungKor,9
B,130.1,50.9,10,0,ChungKor,9
B,145.8,52,10,0,ChungKor,9
B,93.4,43.4,3,0.1,ChungKor,10
B,64.7,46.4,3,0.1,ChungKor,10
B,121.8,52.7,3,0.1,ChungKor,10
B,89.1,41.6,3,0.1,ChungKor,10
B,134.6,51.8,3,0.1,ChungKor,10
B,141.7,54.1,3,0.1,ChungKor,10
B,48.4,43.2,3,1,ChungKor,11
B,50.1,42,3,1,ChungKor,11
B,55.7,43.6,3,1,ChungKor,11
B,49.8,38.7,3,1,ChungKor,11
B,55.4,54.3,3,1,ChungKor,11
B,55.6,49.3,3,1,ChungKor,11
A,39,55.7,0,0,Citfranc,1
A,47.87,52,0,0,Citfranc,1
A,38.67,57.4,0,0,Citfranc,1
A,61.34,58.5,0,0,Citfranc,1
A,42.74,60.7,0,0,Citfranc,1
A,41.1,63.7,0,0,Citfranc,1
A,38.7,50.2,0,0,Citfranc,2
A,41.53,51.7,0,0,Citfranc,2
A,36.99,53.7,0,0,Citfranc,2
A,34.4,56,0,0,Citfranc,2
A,39.02,59,0,0,Citfranc,2
A,56.66,60.3,0,0,Citfranc,2
A,37.04,44.1,0.01,0,Citfranc,3
A,33.59,53,0.01,0,Citfranc,3
A,32.75,51,0.01,0,Citfranc,3
A,42.3,61.4,0.01,0,Citfranc,3
A,41.42,60.6,0.01,0,Citfranc,3
A,49.24,64.4,0.01,0,Citfranc,3
A,38.39,49,0.03,0,Citfranc,4
A,46.16,52.6,0.03,0,Citfranc,4
A,32.91,56,0.03,0,Citfranc,4
A,56.41,59.6,0.03,0,Citfranc,4
A,45.44,64,0.03,0,Citfranc,4
A,59,62.9,0.03,0,Citfranc,4
A,31.88,50.4,0.1,0,Citfranc,5
A,35.88,51.1,0.1,0,Citfranc,5
A,46.27,54.8,0.1,0,Citfranc,5
A,51.77,59.4,0.1,0,Citfranc,5
A,35.12,63.8,0.1,0,Citfranc,5
A,46.02,60.6,0.1,0,Citfranc,5
A,33.11,49.1,0.3,0,Citfranc,6
A,35.19,48.6,0.3,0,Citfranc,6
A,31.69,53.6,0.3,0,Citfranc,6
A,67.2,60.6,0.3,0,Citfranc,6
A,52.75,62.4,0.3,0,Citfranc,6
A,58.4,62.5,0.3,0,Citfranc,6
A,60.99,48.7,1,0,Citfranc,7
A,70,54,1,0,Citfranc,7
A,61.97,55.4,1,0,Citfranc,7
A,70.16,57.7,1,0,Citfranc,7
A,60.04,63,1,0,Citfranc,7
A,57.54,58.8,1,0,Citfranc,7
A,91.32,44.3,3,0,Citfranc,8
A,98.39,52.5,3,0,Citfranc,8
A,119.5,51.1,3,0,Citfranc,8
A,92.73,56.6,3,0,Citfranc,8
A,112.54,57.7,3,0,Citfranc,8
A,90.2,62.1,3,0,Citfranc,8
A,126.1,46.6,10,0,Citfranc,9
A,158.8,53.8,10,0,Citfranc,9
A,144.09,55.4,10,0,Citfranc,9
A,140.6,56.9,10,0,Citfranc,9
A,115.95,60.8,10,0,Citfranc,9
A,160.71,60.6,10,0,Citfranc,9
A,102.75,48.3,3,0.1,Citfranc,10
A,92.83,54.7,3,0.1,Citfranc,10
A,72.13,52,3,0.1,Citfranc,10
A,66.41,58.9,3,0.1,Citfranc,10
A,99.7,59,3,0.1,Citfranc,10
A,88.02,66.7,3,0.1,Citfranc,10
A,43.95,47,3,1,Citfranc,11
A,43.07,50.7,3,1,Citfranc,11
A,37.58,53,3,1,Citfranc,11
A,55.45,58.3,3,1,Citfranc,11
A,41.9,55.6,3,1,Citfranc,11
A,48.67,62.9,3,1,Citfranc,11
A,40.2,51.4,0,0,Citijapa,1
A,42.8,51.9,0,0,Citijapa,1
A,36.3,56.1,0,0,Citijapa,1
A,41.7,50.9,0,0,Citijapa,1
A,40.2,53.6,0,0,Citijapa,1
A,28.8,50.9,0,0,Citijapa,1
A,28.7,46.7,0,0,Citijapa,2
A,35,51.8,0,0,Citijapa,2
A,31.5,51.4,0,0,Citijapa,2
A,35.9,55.1,0,0,Citijapa,2
A,40.8,52.6,0,0,Citijapa,2
A,33.8,52.2,0,0,Citijapa,2
A,32.8,46.9,0.01,0,Citijapa,3
A,35.8,53.4,0.01,0,Citijapa,3
A,39,51.6,0.01,0,Citijapa,3
A,23.5,40.6,0.01,0,Citijapa,3
A,45.3,51.7,0.01,0,Citijapa,3
A,36.3,55.5,0.01,0,Citijapa,3
A,32.7,51.6,0.03,0,Citijapa,4
A,26.8,55.1,0.03,0,Citijapa,4
A,35.5,48.7,0.03,0,Citijapa,4
A,34,49.6,0.03,0,Citijapa,4
A,31.8,53.1,0.03,0,Citijapa,4
A,30.5,50.6,0.03,0,Citijapa,4
A,36.8,49.1,0.1,0,Citijapa,5
A,33.8,50,0.1,0,Citijapa,5
A,33.2,49.5,0.1,0,Citijapa,5
A,38.6,56.7,0.1,0,Citijapa,5
A,31.4,48.8,0.1,0,Citijapa,5
A,36.3,55.1,0.1,0,Citijapa,5
A,35.9,55.3,0.3,0,Citijapa,6
A,27,46.5,0.3,0,Citijapa,6
A,39.3,53.3,0.3,0,Citijapa,6
A,35,54.9,0.3,0,Citijapa,6
A,33.8,54,0.3,0,Citijapa,6
A,41,53,0.3,0,Citijapa,6
A,57.9,48.8,1,0,Citijapa,7
A,60.4,50,1,0,Citijapa,7
A,47.7,51.1,1,0,Citijapa,7
A,70.9,51,1,0,Citijapa,7
A,47.7,54.7,1,0,Citijapa,7
A,43.9,53.9,1,0,Citijapa,7
A,98.7,52.6,3,0,Citijapa,8
A,109,54.2,3,0,Citijapa,8
A,103.9,46.2,3,0,Citijapa,8
A,90.8,51.8,3,0,Citijapa,8
A,123.2,48.7,3,0,Citijapa,8
A,89.6,53.1,3,0,Citijapa,8
A,137.8,50.6,10,0,Citijapa,9
A,142.9,49.9,10,0,Citijapa,9
A,138.8,51.9,10,0,Citijapa,9
A,109.1,48.9,10,0,Citijapa,9
A,143.1,54.4,10,0,Citijapa,9
A,129.2,55.1,10,0,Citijapa,9
A,120.7,53.3,3,0.1,Citijapa,10
A,78.9,47.3,3,0.1,Citijapa,10
A,91.5,48.7,3,0.1,Citijapa,10
A,108.8,48,3,0.1,Citijapa,10
A,106.1,53.3,3,0.1,Citijapa,10
A,72,52.2,3,0.1,Citijapa,10
A,57.1,52.6,3,1,Citijapa,11
A,53.8,50.8,3,1,Citijapa,11
A,47.4,59.3,3,1,Citijapa,11
A,43.3,49.2,3,1,Citijapa,11
A,43.5,50.1,3,1,Citijapa,11
A,41.5,47.3,3,1,Citijapa,11
B,32.6,53,0,0,Citijapa,1
B,26.9,47.9,0,0,Citijapa,1
B,37.6,53.3,0,0,Citijapa,1
B,25.4,44.7,0,0,Citijapa,1
B,33.6,57.9,0,0,Citijapa,1
B,26.2,49.7,0,0,Citijapa,1
B,36.4,56.3,0,0,Citijapa,2
B,29.6,49.4,0,0,Citijapa,2
B,27.9,49,0,0,Citijapa,2
B,36.7,52.9,0,0,Citijapa,2
B,28.3,56.8,0,0,Citijapa,2
B,31.2,53.2,0,0,Citijapa,2
B,28.1,52,0.01,0,Citijapa,3
B,27.8,45.5,0.01,0,Citijapa,3
B,34.6,53.9,0.01,0,Citijapa,3
B,33,49.8,0.01,0,Citijapa,3
B,29.7,53.1,0.01,0,Citijapa,3
B,34.4,52.4,0.01,0,Citijapa,3
B,29.2,55.2,0.03,0,Citijapa,4
B,30.9,52.9,0.03,0,Citijapa,4
B,25.8,50.4,0.03,0,Citijapa,4
B,32.9,51.7,0.03,0,Citijapa,4
B,32.2,51.9,0.03,0,Citijapa,4
B,28.9,54.3,0.03,0,Citijapa,4
B,34.4,49,0.1,0,Citijapa,5
B,29.8,45.8,0.1,0,Citijapa,5
B,38.5,50.3,0.1,0,Citijapa,5
B,34.3,58,0.1,0,Citijapa,5
B,31.1,54.8,0.1,0,Citijapa,5
B,30.8,56.2,0.1,0,Citijapa,5
B,43.8,53.7,0.3,0,Citijapa,6
B,40.5,55.2,0.3,0,Citijapa,6
B,44,47.8,0.3,0,Citijapa,6
B,69.1,47.9,0.3,0,Citijapa,6
B,62.8,56.5,0.3,0,Citijapa,6
B,73.9,48.3,0.3,0,Citijapa,6
B,105.9,45.3,1,0,Citijapa,7
B,130.8,54.2,1,0,Citijapa,7
B,134.4,51.5,1,0,Citijapa,7
B,139.4,53,1,0,Citijapa,7
B,114.8,50.8,1,0,Citijapa,7
B,164.7,50.9,1,0,Citijapa,7
B,166.1,53.7,3,0,Citijapa,8
B,150,49.2,3,0,Citijapa,8
B,117.8,50.2,3,0,Citijapa,8
B,163.7,50.3,3,0,Citijapa,8
B,163.5,54,3,0,Citijapa,8
B,139.2,51.3,3,0,Citijapa,8
B,136.6,51,10,0,Citijapa,9
B,162.2,52.4,10,0,Citijapa,9
B,137.8,48.1,10,0,Citijapa,9
B,139.8,47.9,10,0,Citijapa,9
B,163.6,50.6,10,0,Citijapa,9
B,140,54.2,10,0,Citijapa,9
B,47,54.7,3,0.1,Citijapa,10
B,53.1,51.2,3,0.1,Citijapa,10
B,47.7,49.5,3,0.1,Citijapa,10
B,55.7,54.1,3,0.1,Citijapa,10
B,58,53.2,3,0.1,Citijapa,10
B,22.4,52.8,3,0.1,Citijapa,10
B,23,45.7,3,1,Citijapa,11
B,25.4,49.1,3,1,Citijapa,11
B,23.7,53.6,3,1,Citijapa,11
B,26.6,53.7,3,1,Citijapa,11
B,24.2,56.1,3,1,Citijapa,11
B,29.2,50.8,3,1,Citijapa,11
C,147.1,231.7,0,0,Citijapa,1
C,102,229.2,0,0,Citijapa,1
C,91.9,216.6,0,0,Citijapa,1
C,129.2,210.7,0,0,Citijapa,1
C,133,220.3,0,0,Citijapa,1
C,108.9,225.6,0,0,Citijapa,1
C,97.4,204.6,0,0,Citijapa,2
C,100.9,216,0,0,Citijapa,2
C,112.8,224.7,0,0,Citijapa,2
C,93.1,232.6,0,0,Citijapa,2
C,123.4,222.2,0,0,Citijapa,2
C,123.2,244,0,0,Citijapa,2
C,105.2,233.5,0.01,0,Citijapa,3
C,107.2,227,0.01,0,Citijapa,3
C,127.3,224.3,0.01,0,Citijapa,3
C,89.3,236.1,0.01,0,Citijapa,3
C,129.5,216.2,0.01,0,Citijapa,3
C,108.4,210.3,0.01,0,Citijapa,3
C,87.8,228.8,0.03,0,Citijapa,4
C,101.4,217.9,0.03,0,Citijapa,4
C,123.8,207.6,0.03,0,Citijapa,4
C,125,234.8,0.03,0,Citijapa,4
C,109.2,220.5,0.03,0,Citijapa,4
C,139.8,218.3,0.03,0,Citijapa,4
C,137.9,222.6,0.1,0,Citijapa,5
C,142.1,208.2,0.1,0,Citijapa,5
C,115.3,221.3,0.1,0,Citijapa,5
C,96.2,212.4,0.1,0,Citijapa,5
C,121.9,224.6,0.1,0,Citijapa,5
C,128.2,216.3,0.1,0,Citijapa,5
C,200.5,229.6,0.3,0,Citijapa,6
C,262.7,214.2,0.3,0,Citijapa,6
C,208.5,227.2,0.3,0,Citijapa,6
C,210.7,205.5,0.3,0,Citijapa,6
C,198.1,214.9,0.3,0,Citijapa,6
C,187.7,226,0.3,0,Citijapa,6
C,394.2,213.6,1,0,Citijapa,7
C,331.7,203.4,1,0,Citijapa,7
C,384.4,211.6,1,0,Citijapa,7
C,283.6,211.6,1,0,Citijapa,7
C,340.9,223.9,1,0,Citijapa,7
C,410.6,202,1,0,Citijapa,7
C,314.5,198.6,3,0,Citijapa,8
C,389.8,201.3,3,0,Citijapa,8
C,312.4,210.1,3,0,Citijapa,8
C,357.7,200.4,3,0,Citijapa,8
C,358.4,213,3,0,Citijapa,8
C,390.1,204.5,3,0,Citijapa,8
C,404.6,199.7,10,0,Citijapa,9
C,350.9,206.4,10,0,Citijapa,9
C,407.4,194.1,10,0,Citijapa,9
C,350.7,201.2,10,0,Citijapa,9
C,293.7,193.7,10,0,Citijapa,9
C,365,206.2,10,0,Citijapa,9
C,184.3,214.4,3,0.1,Citijapa,10
C,232.8,212.2,3,0.1,Citijapa,10
C,176.1,206.8,3,0.1,Citijapa,10
C,212.6,213.8,3,0.1,Citijapa,10
C,219.3,198.3,3,0.1,Citijapa,10
C,216.1,237,3,0.1,Citijapa,10
C,119,196.9,3,1,Citijapa,11
C,129.3,220.1,3,1,Citijapa,11
C,110.3,212.9,3,1,Citijapa,11
C,118.9,212.2,3,1,Citijapa,11
C,140.6,213.8,3,1,Citijapa,11
C,142.7,221.7,3,1,Citijapa,11
B,33.8,51.8,0,0,Denmark,1
B,34.8,49.1,0,0,Denmark,1
B,29.7,54.8,0,0,Denmark,1
B,28.9,51.2,0,0,Denmark,1
B,26.6,41.6,0,0,Denmark,1
B,24.1,51.9,0,0,Denmark,1
B,29,53.2,0,0,Denmark,2
B,31.4,48.8,0,0,Denmark,2
B,38.4,49.2,0,0,Denmark,2
B,28.9,48.1,0,0,Denmark,2
B,29.5,46.4,0,0,Denmark,2
B,24.7,47.6,0,0,Denmark,2
B,35.7,52.7,0.01,0,Denmark,3
B,33,50.8,0.01,0,Denmark,3
B,31.6,50.9,0.01,0,Denmark,3
B,22.1,44.8,0.01,0,Denmark,3
B,30.2,47.3,0.01,0,Denmark,3
B,32,46.6,0.01,0,Denmark,3
B,28.1,49.2,0.03,0,Denmark,4
B,34.6,49.9,0.03,0,Denmark,4
B,36,50.4,0.03,0,Denmark,4
B,30,45.3,0.03,0,Denmark,4
B,28.8,43.6,0.03,0,Denmark,4
B,25.7,48.8,0.03,0,Denmark,4
B,42.3,50.1,0.1,0,Denmark,5
B,31.9,46.6,0.1,0,Denmark,5
B,38.9,50.8,0.1,0,Denmark,5
B,28.5,44.7,0.1,0,Denmark,5
B,35.5,41.7,0.1,0,Denmark,5
B,31,50.4,0.1,0,Denmark,5
B,106.6,47.5,0.3,0,Denmark,6
B,100.2,45.1,0.3,0,Denmark,6
B,77,56.8,0.3,0,Denmark,6
B,66.5,48,0.3,0,Denmark,6
B,89.9,53.6,0.3,0,Denmark,6
B,108.9,44,0.3,0,Denmark,6
B,118.6,46.9,1,0,Denmark,7
B,170.1,53.8,1,0,Denmark,7
B,145.3,47.5,1,0,Denmark,7
B,136.2,41.5,1,0,Denmark,7
B,120.7,43.9,1,0,Denmark,7
B,107,40.3,1,0,Denmark,7
B,149.2,50,3,0,Denmark,8
B,162,57.2,3,0,Denmark,8
B,153.5,50,3,0,Denmark,8
B,134.8,45.7,3,0,Denmark,8
B,129,46.6,3,0,Denmark,8
B,126.7,45.2,3,0,Denmark,8
B,145.7,44.7,10,0,Denmark,9
B,116.8,45.6,10,0,Denmark,9
B,129,49.4,10,0,Denmark,9
B,144.4,48.3,10,0,Denmark,9
B,124.4,48.2,10,0,Denmark,9
B,123.3,43.2,10,0,Denmark,9
B,72,49.2,3,0.1,Denmark,10
B,64,49.3,3,0.1,Denmark,10
B,61.5,50.5,3,0.1,Denmark,10
B,61.6,45.4,3,0.1,Denmark,10
B,56.5,52.2,3,0.1,Denmark,10
B,46.6,48.1,3,0.1,Denmark,10
B,30.2,48.9,3,1,Denmark,11
B,30.1,48.3,3,1,Denmark,11
B,29,44.4,3,1,Denmark,11
B,26,46.5,3,1,Denmark,11
B,22.6,53.7,3,1,Denmark,11
B,32,46.9,3,1,Denmark,11
A,38.4,50.8,0,0,Exxon,2
A,32.1,51.4,0,0,Exxon,2
A,44.4,55.7,0,0,Exxon,2
A,42.1,54.4,0,0,Exxon,2
